field;area;variable;method;nmax;mdist;blk_l;blk_w;domain;expansion;resolution;epsg;date;n_orig;n_ras;RMSE_cv;min;max;mean;median;sd
GSS_10;3.86;Rho1_nrm;BK;60;100;40;20;field_domain;10;2x2;25832;20220429;837;26352;1.041;33.78;118.51;61.05;57.78;17.5
GSS_10;3.86;Gamma_nrm;BK;60;100;40;20;field_domain;10;2x2;25832;20220429;837;26352;0.009;1.29;1.55;1.43;1.43;0.04
GSS_10;3.86;H_nrm;BK;60;100;40;20;field_domain;10;2x2;25832;20220429;837;26352;0.099;93.53;97.68;94.3;94.24;0.44
GSS_10;3.86;SWI_nrm;BK;60;100;40;20;field_domain;10;2x2;25832;20220429;837;26352;0.044;1.09;4.8;2.54;2.47;0.75
