model;psill;range;kappa;ang1;ang2;ang3;anis1;anis2;variable
Nug;0;0;0;0;0;0;1;1;Rho1_nrm
Ste;0.975744036616666;26.4561049123134;0.7;0;0;0;1;1;Rho1_nrm
Nug;0;0;0;0;0;0;1;1;Gamma_nrm
Ste;1.30928802193982;39.5402384829691;0.9;0;0;0;1;1;Gamma_nrm
Nug;0.0208935823542552;0;0;0;0;0;1;1;H_nrm
Ste;1.29212374029853;44.3136945218149;5;0;0;0;1;1;H_nrm
Nug;0;0;0;0;0;0;1;1;SWI_nrm
Ste;1.06428473739002;29.719653443449;0.7;0;0;0;1;1;SWI_nrm
