model;psill;range;kappa;ang1;ang2;ang3;anis1;anis2;variable
Nug;0.00446941915555318;0;0;0;0;0;1;1;Rho1_nrm
Ste;1.0410539592787;47.3341497629603;0.5;0;0;0;1;1;Rho1_nrm
Nug;0;0;0;0;0;0;1;1;Gamma_nrm
Ste;0.985910948717533;34.572442763416;1;0;0;0;1;1;Gamma_nrm
Nug;0.0183117111448943;0;0;0;0;0;1;1;H_nrm
Ste;1.41423358877743;100.547572479027;0.6;0;0;0;1;1;H_nrm
Nug;0;0;0;0;0;0;1;1;SWI_nrm
Ste;1.0353435956126;46.2885475497413;0.5;0;0;0;1;1;SWI_nrm
