dist;gamma
0;0
0.5;0.0897446439232181
1;0.0908770938394267
1.5;0.092760316506478
2;0.0953880576144505
2.5;0.098751633263841
3;0.102840000246473
3.5;0.107639843916814
4;0.11313568201145
4.5;0.119309982597159
5;0.12614329421461
5.5;0.13361438622795
6;0.141700397382776
6.5;0.150376990608278
7;0.15961851216653
7.5;0.169398153345887
8;0.179688113010117
8.5;0.190459759444651
9;0.201683790081214
9.5;0.213330387828041
10;0.225369372881129
10.5;0.237770349039683
11;0.250502843693547
11.5;0.263536440790018
12;0.276840906220479
12.5;0.290386305192642
13;0.30414311127091
13.5;0.318082306875096
14;0.332175475125949
14.5;0.346394883014703
15;0.36071355595316
15.5;0.375105343830856
16;0.389544978766961
16.5;0.404008124797105
17;0.418471419779764
17.5;0.432912509843711
18;0.447310076727789
18.5;0.461643858387568
19;0.475894663260699
19.5;0.490044378594714
20;0.504075973247997
20.5;0.517973495377326
21;0.531722065424184
21.5;0.545307864807502
22;0.558718120722976
22.5;0.571941087439172
23;0.584966024468513
23.5;0.59778317197745
24;0.610383723784868
24.5;0.622759798281468
25;0.634904407585701
25.5;0.646811425234068
26;0.658475552685534
26.5;0.669892284901517
27;0.681057875244652
27.5;0.691969299921433
28;0.702624222176039
28.5;0.7130209564252
29;0.723158432507059
29.5;0.733036160200605
30;0.742654194156539
30.5;0.752013099365352
31;0.761113917274074
31.5;0.769958132649545
32;0.7785476412732
32.5;0.786884718540292
33;0.794971989025173
33.5;0.802812397063674
34;0.810409178393841
34.5;0.817765832887228
35;0.824886098394571
35.5;0.831773925722039
36;0.838433454747263
36.5;0.844868991677995
37;0.851084987450526
37.5;0.857086017259854
38;0.862876761208986
38.5;0.868461986060705
39;0.873846528071542
39.5;0.879035276884599
40;0.88403316045515
40.5;0.888845130980705
41;0.893476151805282
41.5;0.897931185266059
42;0.902215181449358
42.5;0.906333067821917
43;0.91028973970272
43.5;0.914090051540208
44;0.917738808959441
44.5;0.921240761543745
45;0.92460059631551
45.5;0.927822931881095
46;0.930912313205224
46.5;0.933873206980811
47;0.936709997560803
47.5;0.939426983419381
48;0.942028374110693
48.5;0.944518287694164
49;0.946900748596407
49.5;0.949179685880716
50;0.951358931896167
50.5;0.953442221279403
51;0.955433190283231
51.5;0.957335376407254
52;0.959152218306834
52.5;0.960887055957766
53;0.96254313105511
53.5;0.964123587625701
54;0.965631472834891
54.5;0.967069737969118
55;0.9684412395769
55.5;0.969748740751817
56;0.970994912542034
56.5;0.972182335471816
57;0.973313501161401
57.5;0.974390814032451
58;0.975416593087158
58.5;0.976393073749871
59;0.977322409760878
59.5;0.978206675112735
60;0.979047866020222
60.5;0.979847902915701
61;0.98060863246226
61.5;0.981331829577683
62;0.982019199462823
62.5;0.982672379628536
63;0.983292941915832
63.5;0.983882394504401
64;0.984442183905131
64.5;0.984973696932671
65;0.985478262654501
65.5;0.985957154313348
66;0.986411591220159
66.5;0.986842740615159
67;0.987251719494859
67.5;0.987639596403143
68;0.988007393184851
68.5;0.988356086700531
69;0.988686610501236
69.5;0.988999856462503
70;0.989296676376792
70.5;0.989577883503904
71;0.989844254079016
71.5;0.990096528778144
72;0.990335414140989
72.5;0.990561583951233
73;0.990775680574474
73.5;0.9909783162541
74;0.991170074365471
74.5;0.991351510628883
75;0.991523154281868
75.5;0.991685509211409
76;0.991839055046758
76.5;0.991984248213557
77;0.992121522950026
77.5;0.992251292286002
78;0.992373948985666
78.5;0.992489866454798
79;0.992599399613433
79.5;0.99270288573481
80;0.992800645251506
80.5;0.992892982529665
81;0.99298018661223
81.5;0.993062531932099
82;0.993140278996109
82.5;0.993213675040754
83;0.993282954660545
83.5;0.993348340409903
84;0.993410043379463
84.5;0.993468263747663
85;0.993523191308479
85.5;0.993575005976139
86;0.993623878267655
86.5;0.993669969763975
87;0.993713433550549
87.5;0.993754414638094
88;0.993793050364295
88.5;0.993829470777202
89;0.993863799001023
89.5;0.993896151585019
90;0.993926638836186
90.5;0.993955365136367
91;0.993982429244448
91.5;0.994007924584249
92;0.99403193951871
92.5;0.994054557610959
93;0.994075857872809
93.5;0.994095915001242
94;0.994114799603387
94.5;0.99413257841051
95;0.994149314481488
95.5;0.994165067396249
96;0.994179893439617
96.5;0.994193845776007
97;0.994206974615373
97.5;0.994219327370824
98;0.994230948808287
98.5;0.994241881188578
99;0.994252164402255
99.5;0.994261836097574
100;0.994270931801888
100.5;0.994279485036791
101;0.994287527427313
101.5;0.994295088805456
102;0.994302197308328
102.5;0.994308879471164
103;0.99431516031546
103.5;0.99432106343247
104;0.994326611062307
104.5;0.994331824168837
105;0.994336722510611
105.5;0.994341324708003
106;0.994345648306764
106.5;0.994349709838169
107;0.994353524875924
107.5;0.994357108090001
108;0.994360473297569
108.5;0.994363633511151
109;0.994366600984161
109.5;0.994369387253965
110;0.994372003182576
110.5;0.994374458995115
111;0.994376764316168
111.5;0.994378928204124
112;0.994380959183619
112.5;0.994382865276185
113;0.994384654029193
113.5;0.994386332543176
114;0.994387907497641
114.5;0.994389385175424
115;0.994390771485681
115.5;0.994392071985589
116;0.994393291900823
116.5;0.994394436144869
117;0.994395509337257
117.5;0.994396515820747
118;0.994397459677544
118.5;0.994398344744586
119;0.994399174627964
119.5;0.994399952716507
120;0.994400682194602
120.5;0.994401366054265
121;0.994402007106523
121.5;0.994402607992137
122;0.994403171191711
122.5;0.994403699035207
123;0.994404193710917
123.5;0.994404657273904
124;0.994405091653962
124.5;0.994405498663103
125;0.994405880002611
125.5;0.994406237269685
126;0.994406571963684
126.5;0.994406885492018
127;0.99440717917568
127.5;0.99440745425446
128;0.994407711891847
128.5;0.994407953179645
129;0.994408179142313
129.5;0.994408390741047
130;0.994408588877621
130.5;0.994408774398001
131;0.99440894809574
131.5;0.99440911071517
132;0.994409262954412
