"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
32.7;33.8;33.5;1.76788246631622;90.318000793457;61.1115951538086;2.76911520957947
34.6;28.2;37.2;1.69952726364136;90.3783187866211;44.9755859375;3.67831611633301
55.8;35.5;8.7;1.94447243213654;90.0527420043945;23.4417915344238;8.22180843353271
50.8;34;15.2;1.89461731910706;90.3038482666016;21.6724815368652;8.66776847839355
44.5;39.6;15.9;1.81896805763245;90.084342956543;23.1876049041748;7.84999990463257
43.7;34.1;22.2;1.8397821187973;90.1760025024414;27.8085460662842;6.66081428527832
