"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
31.7;21.8;46.5;1.63634192943573;89.0611801147461;32.4402084350586;4.6005859375
48.9;42.6;8.5;2.02207684516907;88.8935241699219;17.7253913879395;11.3853569030762
48.4;42.7;8.9;2.01709651947021;89.3089981079102;22.8533916473389;9.09099960327148
41.2;41.7;17.1;1.79968345165253;89.3949966430664;39.6255645751953;4.75024509429932
29.7;37.6;32.7;1.68058037757874;90.3100357055664;32.0007247924805;5.27799987792969
44.4;45.9;9.7;1.93808043003082;89.2259979248047;19.2468910217285;9.96956539154053
