"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
33.8;51.3;14.9;1.87623476982117;90.2369995117188;23.8612422943115;7.87900018692017
22.1;42.6;35.3;1.79922544956207;91.0609970092773;41.424674987793;4.35885095596313
30.9;47.1;22;1.89835357666016;90.8479995727539;29.3686466217041;6.5153636932373
33;55.2;11.8;1.9120284318924;90.4898300170898;24.8723182678223;7.68178844451904
21.9;43.4;34.7;1.79445219039917;90.9459991455078;34.8757057189941;5.13810253143311
31.8;47.9;20.3;1.94007742404938;90.7254333496094;25.8356018066406;7.5171914100647
