"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
12.9;25.6;61.5;1.3933562040329;93.4542388916016;169.911636352539;0.819469213485718
17.1;25.5;57.4;1.6001387834549;93.1717834472656;45.9646263122559;3.47754883766174
14.9;20.1;65;1.48088932037354;93.1839981079102;124.8369140625;1.20448756217957
14.3;21.6;64.1;1.41815423965454;93.9879760742188;141.611938476562;0.99099999666214
15.2;28.1;56.7;1.48323404788971;93.2270355224609;65.2686767578125;2.2960000038147
16.6;20.5;62.9;1.61550557613373;93.254997253418;43.8886947631836;3.66368865966797
