"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
34.9;63.8;1.3;1.69672238826752;89.4990997314453;44.8673706054688;3.77434659004211
36.3;60.5;3.2;1.71076011657715;89.5419998168945;27.545482635498;6.17566823959351
36;63.3;0.7;1.7218062877655;89.4567947387695;39.1233558654785;4.3529200553894
34.1;65.5;0.4;1.73156225681305;89.4229965209961;41.0900497436523;4.20300006866455
30.5;63.8;5.7;1.65962886810303;89.3441772460938;28.2343196868896;5.90642261505127
