"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
22.4;34.9;42.7;1.45811486244202;94.3929977416992;41.7713775634766;3.44355773925781
21.3;35;43.7;1.39050889015198;94.4140014648438;45.1617622375488;3.10490298271179
20.1;29.2;50.7;1.35548973083496;94.4135665893555;82.852653503418;1.62995672225952
