"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
14;19.9;66.1;1.29750657081604;94.3603286743164;117.74040222168;1.15039932727814
23;33.1;43.9;1.50722718238831;94.370002746582;47.9486885070801;3.12896513938904
18.7;25.8;55.5;1.45920276641846;93.6390991210938;34.1854858398438;4.51676082611084
