"CLAY";"SILT";"SAND";"Gamma";"DEM";"ERa";"GWI"
15.6;61.7;22.7;1.60617160797119;95.5071487426758;32.9726600646973;4.88233613967896
19.1;61.1;19.8;1.62804758548737;94.9233551025391;37.4602928161621;4.3093957901001
23.5;37.8;38.7;1.41878116130829;94.4833602905273;47.0272254943848;3.01040053367615
